icd_code,ccs,icd_version
0HRT077,175,10
0HRT078,175,10
0HRT079,175,10
0HRT07Z,175,10
0HRT0JZ,175,10
0HRT0KZ,175,10
0HRT37Z,175,10
0HRT3JZ,175,10
0HRT3KZ,175,10
0HRTX7Z,175,10
0HRTXJZ,175,10
0HRTXKZ,175,10
0HRU075,175,10
0HRU076,175,10
0HRU077,175,10
0HRU078,175,10
0HRU079,175,10
0HRU07Z,175,10
0HRU0JZ,175,10
0HRU0KZ,175,10
0HRU37Z,175,10
0HRU3JZ,175,10
0HRU3KZ,175,10
0HRUX7Z,175,10
0HRUXJZ,175,10
0HRUXKZ,175,10
0HRV075,175,10
0HRV076,175,10
0HRV077,175,10
0HRV078,175,10
0HRV079,175,10
0HRV07Z,175,10
0HRV0JZ,175,10
0HRV0KZ,175,10
0HRV37Z,175,10
0HRV3JZ,175,10
0HRV3KZ,175,10
0HRVX7Z,175,10
0HRVXJZ,175,10
0HRVXKZ,175,10
0HRW07Z,175,10
0HRW0JZ,175,10
0HRW0KZ,175,10
0HRW37Z,175,10
0HRW3JZ,175,10
0HRW3KZ,175,10
0HRWX7Z,175,10
0HRWXJZ,175,10
0HRWXKZ,175,10
0HRX07Z,175,10
0HRX0JZ,175,10
0HRX0KZ,175,10
0HRX37Z,175,10
0HRX3JZ,175,10
0HRX3KZ,175,10
0HRXX7Z,175,10
0HRXXJZ,175,10
0HRXXKZ,175,10
0HST0ZZ,175,10
0HSU0ZZ,175,10
0HSV0ZZ,175,10
0HSWXZZ,175,10
0HSXXZZ,175,10
0HTWXZZ,175,10
0HTXXZZ,175,10
0HTY0ZZ,175,10
0HUT07Z,175,10
0HUT0JZ,175,10
0HUT0KZ,175,10
0HUT37Z,175,10
0HUT3KZ,175,10
0HUT77Z,175,10
0HUT7JZ,175,10
0HUT7KZ,175,10
0HUT87Z,175,10
0HUT8JZ,175,10
0HUT8KZ,175,10
0HUTX7Z,175,10
0HUTXJZ,175,10
0HUTXKZ,175,10
0HUU07Z,175,10
0HUU0JZ,175,10
0HUU0KZ,175,10
0HUU37Z,175,10
0HUU3KZ,175,10
0HUU77Z,175,10
0HUU7JZ,175,10
0HUU7KZ,175,10
0HUU87Z,175,10
0HUU8JZ,175,10
0HUU8KZ,175,10
0HUUX7Z,175,10
0HUUXJZ,175,10
0HUUXKZ,175,10
0HUV07Z,175,10
0HUV0JZ,175,10
0HUV0KZ,175,10
0HUV37Z,175,10
0HUV3KZ,175,10
0HUV77Z,175,10
0HUV7JZ,175,10
0HUV7KZ,175,10
0HUV87Z,175,10
0HUV8JZ,175,10
0HUV8KZ,175,10
0HUVX7Z,175,10
0HUVXJZ,175,10
0HUVXKZ,175,10
0HUW07Z,175,10
0HUW0JZ,175,10
0HUW0KZ,175,10
0HUW37Z,175,10
0HUW3JZ,175,10
0HUW3KZ,175,10
0HUW77Z,175,10
0HUW7JZ,175,10
0HUW7KZ,175,10
0HUW87Z,175,10
0HUW8JZ,175,10
0HUW8KZ,175,10
0HUWX7Z,175,10
0HUWXJZ,175,10
0HUWXKZ,175,10
0HUX07Z,175,10
0HUX0JZ,175,10
0HUX0KZ,175,10
0HUX37Z,175,10
0HUX3JZ,175,10
0HUX3KZ,175,10
0HUX77Z,175,10
0HUX7JZ,175,10
0HUX7KZ,175,10
0HUX87Z,175,10
0HUX8JZ,175,10
0HUX8KZ,175,10
0HUXX7Z,175,10
0HUXXJZ,175,10
0HUXXKZ,175,10
0HWT0JZ,175,10
0HWT0YZ,175,10
0HWT3JZ,175,10
0HWU0JZ,175,10
0HWU0YZ,175,10
0HWU3JZ,175,10
0J010ZZ,175,10
0J013ZZ,175,10
0J040ZZ,175,10
0J043ZZ,175,10
0J050ZZ,175,10
0J053ZZ,175,10
0J060ZZ,175,10
0J063ZZ,175,10
0J070ZZ,175,10
0J073ZZ,175,10
0J080ZZ,175,10
0J083ZZ,175,10
0J090ZZ,175,10
0J093ZZ,175,10
0J0D0ZZ,175,10
0J0D3ZZ,175,10
0J0F0ZZ,175,10
0J0F3ZZ,175,10
0J0G0ZZ,175,10
0J0G3ZZ,175,10
0J0H0ZZ,175,10
0J0H3ZZ,175,10
0J0L0ZZ,175,10
0J0L3ZZ,175,10
0J0M0ZZ,175,10
0J0M3ZZ,175,10
0J0N0ZZ,175,10
0J0N3ZZ,175,10
0J0P0ZZ,175,10
0J0P3ZZ,175,10
0J800ZZ,175,10
0J803ZZ,175,10
0J810ZZ,175,10
0J813ZZ,175,10
0J840ZZ,175,10
0J843ZZ,175,10
0J850ZZ,175,10
0J853ZZ,175,10
0J860ZZ,175,10
0J863ZZ,175,10
0J870ZZ,175,10
0J873ZZ,175,10
0J880ZZ,175,10
0J883ZZ,175,10
0J890ZZ,175,10
0J893ZZ,175,10
0J8B0ZZ,175,10
0J8B3ZZ,175,10
0J8C0ZZ,175,10
0J8C3ZZ,175,10
0J8D0ZZ,175,10
0J8D3ZZ,175,10
0J8F0ZZ,175,10
0J8F3ZZ,175,10
0J8G0ZZ,175,10
0J8G3ZZ,175,10
0J8H0ZZ,175,10
0J8H3ZZ,175,10
0J8J0ZZ,175,10
0J8J3ZZ,175,10
0J8K0ZZ,175,10
0J8K3ZZ,175,10
0J8L0ZZ,175,10
0J8L3ZZ,175,10
0J8M0ZZ,175,10
0J8M3ZZ,175,10
0J8N0ZZ,175,10
0J8N3ZZ,175,10
0J8P0ZZ,175,10
0J8P3ZZ,175,10
0J8Q0ZZ,175,10
0J8Q3ZZ,175,10
0J8R0ZZ,175,10
0J8R3ZZ,175,10
0J8S0ZZ,175,10
0J8S3ZZ,175,10
0J8T0ZZ,175,10
0J8T3ZZ,175,10
0J8V0ZZ,175,10
0J8V3ZZ,175,10
0J8W0ZZ,175,10
0J8W3ZZ,175,10
0JB00ZZ,175,10
0JB10ZZ,175,10
0JB13ZZ,175,10
0JB40ZZ,175,10
0JB50ZZ,175,10
0JB60ZZ,175,10
0JB70ZZ,175,10
0JB80ZZ,175,10
0JB90ZZ,175,10
0JBB0ZZ,175,10
0JBC0ZZ,175,10
0JBD0ZZ,175,10
0JBF0ZZ,175,10
0JBG0ZZ,175,10
0JBH0ZZ,175,10
0JBJ0ZZ,175,10
0JBJ3ZZ,175,10
0JBK0ZZ,175,10
0JBK3ZZ,175,10
0JBL0ZZ,175,10
0JBM0ZZ,175,10
0JBN0ZZ,175,10
0JBP0ZZ,175,10
0JBQ0ZZ,175,10
0JBR0ZZ,175,10
0JD00ZZ,175,10
0JD10ZZ,175,10
0JD40ZZ,175,10
0JD50ZZ,175,10
0JD60ZZ,175,10
0JD70ZZ,175,10
0JD80ZZ,175,10
0JD90ZZ,175,10
0JDB0ZZ,175,10
0JDC0ZZ,175,10
0JDD0ZZ,175,10
0JDF0ZZ,175,10
0JDG0ZZ,175,10
0JDH0ZZ,175,10
0JDJ0ZZ,175,10
0JDK0ZZ,175,10
0JDL0ZZ,175,10
0JDM0ZZ,175,10
0JDN0ZZ,175,10
0JDP0ZZ,175,10
0JDQ0ZZ,175,10
0JDR0ZZ,175,10
0JH00NZ,175,10
0JH03NZ,175,10
0JH10NZ,175,10
0JH13NZ,175,10
0JH40NZ,175,10
0JH43NZ,175,10
0JH50NZ,175,10
0JH53NZ,175,10
0JH60NZ,175,10
0JH60VZ,175,10
0JH60WZ,175,10
0JH63NZ,175,10
0JH63VZ,175,10
0JH70NZ,175,10
0JH70VZ,175,10
0JH73NZ,175,10
0JH73VZ,175,10
0JH80NZ,175,10
0JH80VZ,175,10
0JH80WZ,175,10
0JH83NZ,175,10
0JH83VZ,175,10
0JH90NZ,175,10
0JH93NZ,175,10
0JHB0NZ,175,10
0JHB3NZ,175,10
0JHC0NZ,175,10
0JHC3NZ,175,10
0JHD0NZ,175,10
0JHD0VZ,175,10
0JHD0WZ,175,10
0JHD3NZ,175,10
0JHD3VZ,175,10
0JHF0NZ,175,10
0JHF0VZ,175,10
0JHF0WZ,175,10
0JHF3NZ,175,10
0JHF3VZ,175,10
0JHG0NZ,175,10
0JHG0VZ,175,10
0JHG0WZ,175,10
0JHG3NZ,175,10
0JHG3VZ,175,10
0JHH0NZ,175,10
0JHH0VZ,175,10
0JHH0WZ,175,10
0JHH3NZ,175,10
0JHH3VZ,175,10
0JHJ0NZ,175,10
0JHJ3NZ,175,10
0JHK0NZ,175,10
0JHK3NZ,175,10
0JHL0NZ,175,10
0JHL0VZ,175,10
0JHL0WZ,175,10
0JHL3NZ,175,10
0JHL3VZ,175,10
0JHM0NZ,175,10
0JHM0VZ,175,10
0JHM0WZ,175,10
0JHM3NZ,175,10
0JHM3VZ,175,10
0JHN0NZ,175,10
0JHN0VZ,175,10
0JHN0WZ,175,10
0JHN3NZ,175,10
0JHN3VZ,175,10
0JHP0NZ,175,10
0JHP0VZ,175,10
0JHP0WZ,175,10
0JHP3NZ,175,10
0JHP3VZ,175,10
0JHQ0NZ,175,10
0JHQ3NZ,175,10
0JHR0NZ,175,10
0JHR3NZ,175,10
0JHS0YZ,175,10
0JHT0VZ,175,10
0JHT0YZ,175,10
0JHT3VZ,175,10
0JHV0YZ,175,10
0JHW0YZ,175,10
0JN00ZZ,175,10
0JN03ZZ,175,10
0JN10ZZ,175,10
0JN13ZZ,175,10
0JN40ZZ,175,10
0JN43ZZ,175,10
0JN50ZZ,175,10
0JN53ZZ,175,10
0JN60ZZ,175,10
0JN63ZZ,175,10
0JN70ZZ,175,10
0JN73ZZ,175,10
0JN80ZZ,175,10
0JN83ZZ,175,10
0JN90ZZ,175,10
0JN93ZZ,175,10
0JNB0ZZ,175,10
0JNB3ZZ,175,10
0JNC0ZZ,175,10
0JNC3ZZ,175,10
0JND0ZZ,175,10
0JND3ZZ,175,10
0JNF0ZZ,175,10
0JNF3ZZ,175,10
0JNG0ZZ,175,10
0JNG3ZZ,175,10
0JNH0ZZ,175,10
0JNH3ZZ,175,10
0JNJ0ZZ,175,10
0JNJ3ZZ,175,10
0JNK0ZZ,175,10
0JNK3ZZ,175,10
0JNL0ZZ,175,10
0JNL3ZZ,175,10
0JNM0ZZ,175,10
0JNM3ZZ,175,10
0JNN0ZZ,175,10
0JNN3ZZ,175,10
0JNP0ZZ,175,10
0JNP3ZZ,175,10
0JNQ0ZZ,175,10
0JNQ3ZZ,175,10
0JNR0ZZ,175,10
0JNR3ZZ,175,10
0JR007Z,175,10
0JR00JZ,175,10
0JR00KZ,175,10
0JR037Z,175,10
0JR03JZ,175,10
0JR03KZ,175,10
0JR107Z,175,10
0JR10JZ,175,10
0JR10KZ,175,10
0JR137Z,175,10
0JR13JZ,175,10
0JR13KZ,175,10
0JR407Z,175,10
0JR40JZ,175,10
0JR40KZ,175,10
0JR437Z,175,10
0JR43JZ,175,10
0JR43KZ,175,10
0JR507Z,175,10
0JR50JZ,175,10
0JR50KZ,175,10
0JR537Z,175,10
0JR53JZ,175,10
0JR53KZ,175,10
0JR607Z,175,10
0JR60JZ,175,10
0JR60KZ,175,10
0JR637Z,175,10
0JR63JZ,175,10
0JR63KZ,175,10
0JR707Z,175,10
0JR70JZ,175,10
0JR70KZ,175,10
0JR737Z,175,10
0JR73JZ,175,10
0JR73KZ,175,10
0JR807Z,175,10
0JR80JZ,175,10
0JR80KZ,175,10
0JR837Z,175,10
0JR83JZ,175,10
0JR83KZ,175,10
0JR907Z,175,10
0JR90JZ,175,10
0JR90KZ,175,10
0JR937Z,175,10
0JR93JZ,175,10
0JR93KZ,175,10
0JRB07Z,175,10
0JRB0JZ,175,10
0JRB0KZ,175,10
0JRB37Z,175,10
0JRB3JZ,175,10
0JRB3KZ,175,10
0JRC07Z,175,10
0JRC0JZ,175,10
0JRC0KZ,175,10
0JRC37Z,175,10
0JRC3JZ,175,10
0JRC3KZ,175,10
0JRD07Z,175,10
0JRD0JZ,175,10
0JRD0KZ,175,10
0JRD37Z,175,10
0JRD3JZ,175,10
0JRD3KZ,175,10
0JRF07Z,175,10
0JRF0JZ,175,10
0JRF0KZ,175,10
0JRF37Z,175,10
0JRF3JZ,175,10
0JRF3KZ,175,10
0JRG07Z,175,10
0JRG0JZ,175,10
0JRG0KZ,175,10
0JRG37Z,175,10
0JRG3JZ,175,10
0JRG3KZ,175,10
0JRH07Z,175,10
0JRH0JZ,175,10
0JRH0KZ,175,10
0JRH37Z,175,10
0JRH3JZ,175,10
0JRH3KZ,175,10
0JRJ07Z,175,10
0JRJ0JZ,175,10
0JRJ0KZ,175,10
0JRJ37Z,175,10
0JRJ3JZ,175,10
0JRJ3KZ,175,10
0JRK07Z,175,10
0JRK0JZ,175,10
0JRK0KZ,175,10
0JRK37Z,175,10
0JRK3JZ,175,10
0JRK3KZ,175,10
0JRL07Z,175,10
0JRL0JZ,175,10
0JRL0KZ,175,10
0JRL37Z,175,10
0JRL3JZ,175,10
0JRL3KZ,175,10
0JRM07Z,175,10
0JRM0JZ,175,10
0JRM0KZ,175,10
0JRM37Z,175,10
0JRM3JZ,175,10
0JRM3KZ,175,10
0JRN07Z,175,10
0JRN0JZ,175,10
0JRN0KZ,175,10
0JRN37Z,175,10
0JRN3JZ,175,10
0JRN3KZ,175,10
0JRP07Z,175,10
0JRP0JZ,175,10
0JRP0KZ,175,10
0JRP37Z,175,10
0JRP3JZ,175,10
0JRP3KZ,175,10
0JRQ07Z,175,10
0JRQ0JZ,175,10
0JRQ0KZ,175,10
0JRQ37Z,175,10
0JRQ3JZ,175,10
0JRQ3KZ,175,10
0JRR07Z,175,10
0JRR0JZ,175,10
0JRR0KZ,175,10
0JRR37Z,175,10
0JRR3JZ,175,10
0JRR3KZ,175,10
0JU007Z,175,10
0JU00JZ,175,10
0JU00KZ,175,10
0JU037Z,175,10
0JU03JZ,175,10
0JU03KZ,175,10
0JU107Z,175,10
0JU10JZ,175,10
0JU10KZ,175,10
0JU137Z,175,10
0JU13JZ,175,10
0JU13KZ,175,10
0JU407Z,175,10
0JU40JZ,175,10
0JU40KZ,175,10
0JU437Z,175,10
0JU43JZ,175,10
0JU43KZ,175,10
0JU507Z,175,10
0JU50JZ,175,10
0JU50KZ,175,10
0JU537Z,175,10
0JU53JZ,175,10
0JU53KZ,175,10
0JU607Z,175,10
0JU60JZ,175,10
0JU60KZ,175,10
0JU637Z,175,10
0JU63JZ,175,10
0JU63KZ,175,10
0JU707Z,175,10
0JU70JZ,175,10
0JU70KZ,175,10
0JU737Z,175,10
0JU73JZ,175,10
0JU73KZ,175,10
0JU807Z,175,10
0JU80JZ,175,10
0JU80KZ,175,10
0JU837Z,175,10
0JU83JZ,175,10
0JU83KZ,175,10
0JU907Z,175,10
0JU90JZ,175,10
0JU90KZ,175,10
0JU937Z,175,10
0JU93JZ,175,10
0JU93KZ,175,10
0JUB07Z,175,10
0JUB0JZ,175,10
0JUB0KZ,175,10
0JUB37Z,175,10
0JUB3JZ,175,10
0JUB3KZ,175,10
0JUC07Z,175,10
0JUC0JZ,175,10
0JUC0KZ,175,10
0JUC37Z,175,10
0JUC3JZ,175,10
0JUC3KZ,175,10
0JUD07Z,175,10
0JUD0JZ,175,10
0JUD0KZ,175,10
0JUD37Z,175,10
0JUD3JZ,175,10
0JUD3KZ,175,10
0JUF07Z,175,10
0JUF0JZ,175,10
0JUF0KZ,175,10
0JUF37Z,175,10
0JUF3JZ,175,10
0JUF3KZ,175,10
0JUG07Z,175,10
0JUG0JZ,175,10
0JUG0KZ,175,10
0JUG37Z,175,10
0JUG3JZ,175,10
0JUG3KZ,175,10
0JUH07Z,175,10
0JUH0JZ,175,10
0JUH0KZ,175,10
0JUH37Z,175,10
0JUH3JZ,175,10
0JUH3KZ,175,10
0JUJ07Z,175,10
0JUJ0JZ,175,10
0JUJ0KZ,175,10
0JUJ37Z,175,10
0JUJ3JZ,175,10
0JUJ3KZ,175,10
0JUK07Z,175,10
0JUK0JZ,175,10
0JUK0KZ,175,10
0JUK37Z,175,10
0JUK3JZ,175,10
0JUK3KZ,175,10
0JUL07Z,175,10
0JUL0JZ,175,10
0JUL0KZ,175,10
0JUL37Z,175,10
0JUL3JZ,175,10
0JUL3KZ,175,10
0JUM07Z,175,10
0JUM0JZ,175,10
0JUM0KZ,175,10
0JUM37Z,175,10
0JUM3JZ,175,10
0JUM3KZ,175,10
0JUN07Z,175,10
0JUN0JZ,175,10
0JUN0KZ,175,10
0JUN37Z,175,10
0JUN3JZ,175,10
0JUN3KZ,175,10
0JUP07Z,175,10
0JUP0JZ,175,10
0JUP0KZ,175,10
0JUP37Z,175,10
0JUP3JZ,175,10
0JUP3KZ,175,10
0JUQ07Z,175,10
0JUQ0JZ,175,10
0JUQ0KZ,175,10
0JUQ37Z,175,10
0JUQ3JZ,175,10
0JUQ3KZ,175,10
0JUR07Z,175,10
0JUR0JZ,175,10
0JUR0KZ,175,10
0JUR37Z,175,10
0JUR3JZ,175,10
0JUR3KZ,175,10
0JWT02Z,175,10
0JWT0YZ,175,10
0JWT32Z,175,10
0JX00ZB,175,10
0JX00ZC,175,10
0JX00ZZ,175,10
0JX03ZB,175,10
0JX03ZC,175,10
0JX03ZZ,175,10
0JX10ZB,175,10
0JX10ZC,175,10
0JX10ZZ,175,10
0JX13ZB,175,10
0JX13ZC,175,10
0JX13ZZ,175,10
0JX40ZB,175,10
0JX40ZC,175,10
0JX40ZZ,175,10
0JX43ZB,175,10
0JX43ZC,175,10
0JX43ZZ,175,10
0JX50ZB,175,10
0JX50ZC,175,10
0JX50ZZ,175,10
0JX53ZB,175,10
0JX53ZC,175,10
0JX53ZZ,175,10
0JX60ZB,175,10
0JX60ZC,175,10
0JX60ZZ,175,10
0JX63ZB,175,10
0JX63ZC,175,10
0JX63ZZ,175,10
0JX70ZB,175,10
0JX70ZC,175,10
0JX70ZZ,175,10
0JX73ZB,175,10
0JX73ZC,175,10
0JX73ZZ,175,10
0JX80ZB,175,10
0JX80ZC,175,10
0JX80ZZ,175,10
0JX83ZB,175,10
0JX83ZC,175,10
0JX83ZZ,175,10
0JX90ZB,175,10
0JX90ZC,175,10
0JX90ZZ,175,10
0JX93ZB,175,10
0JX93ZC,175,10
0JX93ZZ,175,10
0JXB0ZB,175,10
0JXB0ZC,175,10
0JXB0ZZ,175,10
0JXB3ZB,175,10
0JXB3ZC,175,10
0JXB3ZZ,175,10
0JXC0ZB,175,10
0JXC0ZC,175,10
0JXC0ZZ,175,10
0JXC3ZB,175,10
0JXC3ZC,175,10
0JXC3ZZ,175,10
0JXD0ZB,175,10
0JXD0ZC,175,10
0JXD0ZZ,175,10
0JXD3ZB,175,10
0JXD3ZC,175,10
0JXD3ZZ,175,10
0JXF0ZB,175,10
0JXF0ZC,175,10
0JXF0ZZ,175,10
0JXF3ZB,175,10
0JXF3ZC,175,10
0JXF3ZZ,175,10
0JXG0ZB,175,10
0JXG0ZC,175,10
0JXG0ZZ,175,10
0JXG3ZB,175,10
0JXG3ZC,175,10
0JXG3ZZ,175,10
0JXH0ZB,175,10
0JXH0ZC,175,10
0JXH0ZZ,175,10
0JXH3ZB,175,10
0JXH3ZC,175,10
0JXH3ZZ,175,10
0JXJ0ZB,175,10
0JXJ0ZC,175,10
0JXJ0ZZ,175,10
0JXJ3ZB,175,10
0JXJ3ZC,175,10
0JXJ3ZZ,175,10
0JXK0ZB,175,10
0JXK0ZC,175,10
0JXK0ZZ,175,10
0JXK3ZB,175,10
0JXK3ZC,175,10
0JXK3ZZ,175,10
0JXL0ZB,175,10
0JXL0ZC,175,10
0JXL0ZZ,175,10
0JXL3ZB,175,10
0JXL3ZC,175,10
0JXL3ZZ,175,10
0JXM0ZB,175,10
0JXM0ZC,175,10
0JXM0ZZ,175,10
0JXM3ZB,175,10
0JXM3ZC,175,10
0JXM3ZZ,175,10
0JXN0ZB,175,10
0JXN0ZC,175,10
0JXN0ZZ,175,10
0JXN3ZB,175,10
0JXN3ZC,175,10
0JXN3ZZ,175,10
0JXP0ZB,175,10
0JXP0ZC,175,10
0JXP0ZZ,175,10
0JXP3ZB,175,10
0JXP3ZC,175,10
0JXP3ZZ,175,10
0JXQ0ZB,175,10
0JXQ0ZC,175,10
0JXQ0ZZ,175,10
0JXQ3ZB,175,10
0JXQ3ZC,175,10
0JXQ3ZZ,175,10
0JXR0ZB,175,10
0JXR0ZC,175,10
0JXR0ZZ,175,10
0JXR3ZB,175,10
0JXR3ZC,175,10
0JXR3ZZ,175,10
0W0F07Z,175,10
0W0F0JZ,175,10
0W0F0KZ,175,10
0W0F0ZZ,175,10
0W0F37Z,175,10
0W0F3JZ,175,10
0W0F3KZ,175,10
0W0F3ZZ,175,10
0W0F47Z,175,10
0W0F4JZ,175,10
0W0F4KZ,175,10
0W0F4ZZ,175,10
0W9200Z,175,10
0W920ZZ,175,10
0W9240Z,175,10
0W924ZZ,175,10
0W9600Z,175,10
0W960ZZ,175,10
0W9640Z,175,10
0W964ZZ,175,10
0WB00ZZ,175,10
0WB03ZZ,175,10
0WB04ZZ,175,10
0WB0XZZ,175,10
0WB20ZZ,175,10
0WB23ZZ,175,10
0WB24ZZ,175,10
0WB2XZZ,175,10
0WB60ZZ,175,10
0WB63ZZ,175,10
0WB64ZZ,175,10
0WB6XZ2,175,10
0WB6XZZ,175,10
0WM20ZZ,175,10
0WM60ZZ,175,10
0WQ00ZZ,175,10
0WQ03ZZ,175,10
0WQ04ZZ,175,10
0WQ0XZZ,175,10
0WQ20ZZ,175,10
0WQ23ZZ,175,10
0WQ24ZZ,175,10
0WQ2XZZ,175,10
0WQ60ZZ,175,10
0WQ63ZZ,175,10
0WQ64ZZ,175,10
0WQ6XZ2,175,10
0WQ6XZZ,175,10
0WU00JZ,175,10
0WU00KZ,175,10
0WU04JZ,175,10
0WU04KZ,175,10
0WU20JZ,175,10
0WU20KZ,175,10
0WU24JZ,175,10
0WU24KZ,175,10
0WU60JZ,175,10
0WU60KZ,175,10
0WU64JZ,175,10
0WU64KZ,175,10
02YA0Z0,176,10
02YA0Z1,176,10
02YA0Z2,176,10
07YM0Z0,176,10
07YM0Z1,176,10
07YM0Z2,176,10
07YP0Z0,176,10
07YP0Z1,176,10
07YP0Z2,176,10
0BYC0Z0,176,10
0BYC0Z1,176,10
0BYC0Z2,176,10
0BYD0Z0,176,10
0BYD0Z1,176,10
0BYD0Z2,176,10
0BYF0Z0,176,10
0BYF0Z1,176,10
0BYF0Z2,176,10
0BYG0Z0,176,10
0BYG0Z1,176,10
0BYG0Z2,176,10
0BYH0Z0,176,10
0BYH0Z1,176,10
0BYH0Z2,176,10
0BYJ0Z0,176,10
0BYJ0Z1,176,10
0BYJ0Z2,176,10
0BYK0Z0,176,10
0BYK0Z1,176,10
0BYK0Z2,176,10
0BYL0Z0,176,10
0BYL0Z1,176,10
0BYL0Z2,176,10
0BYM0Z0,176,10
0BYM0Z1,176,10
0BYM0Z2,176,10
0DY50Z0,176,10
0DY50Z1,176,10
0DY50Z2,176,10
0DY60Z0,176,10
0DY60Z1,176,10
0DY60Z2,176,10
0DY80Z0,176,10
0DY80Z1,176,10
0DY80Z2,176,10
0DYE0Z0,176,10
0DYE0Z1,176,10
0DYE0Z2,176,10
0FY00Z0,176,10
0FY00Z1,176,10
0FY00Z2,176,10
0FYG0Z0,176,10
0FYG0Z1,176,10
0FYG0Z2,176,10
0UY00Z0,176,10
0UY00Z1,176,10
0UY00Z2,176,10
0UY10Z0,176,10
0UY10Z1,176,10
0UY10Z2,176,10
0UY90Z0,176,10
0UY90Z1,176,10
0UY90Z2,176,10
0WY20Z0,176,10
0WY20Z1,176,10
0XYJ0Z0,176,10
0XYJ0Z1,176,10
0XYK0Z0,176,10
0XYK0Z1,176,10
3E030U0,176,10
3E030U1,176,10
3E033U0,176,10
3E033U1,176,10
3E0J3U0,176,10
3E0J3U1,176,10
3E0J7U0,176,10
3E0J7U1,176,10
3E0J8U0,176,10
3E0J8U1,176,10
B02000Z,177,10
B0200ZZ,177,10
B02010Z,177,10
B0201ZZ,177,10
B020Y0Z,177,10
B020YZZ,177,10
B020ZZZ,177,10
B02700Z,177,10
B0270ZZ,177,10
B02710Z,177,10
B0271ZZ,177,10
B027Y0Z,177,10
B027YZZ,177,10
B027ZZZ,177,10
B02800Z,177,10
B0280ZZ,177,10
B02810Z,177,10
B0281ZZ,177,10
B028Y0Z,177,10
B028YZZ,177,10
B028ZZZ,177,10
B02900Z,177,10
B0290ZZ,177,10
B02910Z,177,10
B0291ZZ,177,10
B029Y0Z,177,10
B029YZZ,177,10
B029ZZZ,177,10
B3250ZZ,177,10
B3251ZZ,177,10
B325YZZ,177,10
B325Z2Z,177,10
B325ZZZ,177,10
B3280ZZ,177,10
B3281ZZ,177,10
B328YZZ,177,10
B328Z2Z,177,10
B328ZZZ,177,10
B32G0ZZ,177,10
B32G1ZZ,177,10
B32GYZZ,177,10
B32GZ2Z,177,10
B32GZZZ,177,10
B32R0ZZ,177,10
B32R1ZZ,177,10
B32RYZZ,177,10
B32RZ2Z,177,10
B32RZZZ,177,10
B52200Z,177,10
B5220ZZ,177,10
B52210Z,177,10
B5221ZZ,177,10
B522Y0Z,177,10
B522YZZ,177,10
B522Z2Z,177,10
B522ZZZ,177,10
B82500Z,177,10
B8250ZZ,177,10
B82510Z,177,10
B8251ZZ,177,10
B825Y0Z,177,10
B825YZZ,177,10
B825ZZZ,177,10
B82600Z,177,10
B8260ZZ,177,10
B82610Z,177,10
B8261ZZ,177,10
B826Y0Z,177,10
B826YZZ,177,10
B826ZZZ,177,10
B82700Z,177,10
B8270ZZ,177,10
B82710Z,177,10
B8271ZZ,177,10
B827Y0Z,177,10
B827YZZ,177,10
B827ZZZ,177,10
B92000Z,177,10
B9200ZZ,177,10
B92010Z,177,10
B9201ZZ,177,10
B920Y0Z,177,10
B920YZZ,177,10
B920ZZZ,177,10
B92200Z,177,10
B9220ZZ,177,10
B92210Z,177,10
B9221ZZ,177,10
B922Y0Z,177,10
B922YZZ,177,10
B922ZZZ,177,10
B92600Z,177,10
B9260ZZ,177,10
B92610Z,177,10
B9261ZZ,177,10
B926Y0Z,177,10
B926YZZ,177,10
B926ZZZ,177,10
B92900Z,177,10
B9290ZZ,177,10
B92910Z,177,10
B9291ZZ,177,10
B929Y0Z,177,10
B929YZZ,177,10
B929ZZZ,177,10
B92D00Z,177,10
B92D0ZZ,177,10
B92D10Z,177,10
B92D1ZZ,177,10
B92DY0Z,177,10
B92DYZZ,177,10
B92DZZZ,177,10
B92F00Z,177,10
B92F0ZZ,177,10
B92F10Z,177,10
B92F1ZZ,177,10
B92FY0Z,177,10
B92FYZZ,177,10
B92FZZZ,177,10
B92J00Z,177,10
B92J0ZZ,177,10
B92J10Z,177,10
B92J1ZZ,177,10
B92JY0Z,177,10
B92JYZZ,177,10
B92JZZZ,177,10
BG2300Z,177,10
BG230ZZ,177,10
BG2310Z,177,10
BG231ZZ,177,10
BG23Y0Z,177,10
BG23YZZ,177,10
BG23ZZZ,177,10
BG2400Z,177,10
BG240ZZ,177,10
BG2410Z,177,10
BG241ZZ,177,10
BG24Y0Z,177,10
BG24YZZ,177,10
BG24ZZZ,177,10
BN200ZZ,177,10
BN201ZZ,177,10
BN20YZZ,177,10
BN20ZZZ,177,10
BN230ZZ,177,10
BN231ZZ,177,10
BN23YZZ,177,10
BN23ZZZ,177,10
BN250ZZ,177,10
BN251ZZ,177,10
BN25YZZ,177,10
BN25ZZZ,177,10
BN260ZZ,177,10
BN261ZZ,177,10
BN26YZZ,177,10
BN26ZZZ,177,10
BN290ZZ,177,10
BN291ZZ,177,10
BN29YZZ,177,10
BN29ZZZ,177,10
BN2F0ZZ,177,10
BN2F1ZZ,177,10
BN2FYZZ,177,10
BN2FZZZ,177,10
BW2800Z,177,10
BW280ZZ,177,10
BW2810Z,177,10
BW281ZZ,177,10
BW28Y0Z,177,10
BW28YZZ,177,10
BW28ZZZ,177,10
